TT   PID    AT    CT  IO_D    WT    RT   TRT
16524 48082 16262 0     0     262   141   262   
16531 43159 16229 0     0     302   152   302   
16541 42410 16385 0     0     156   140   156   
16577 44352 16358 0     0     219   138   219   
16598 25381 16205 0     0     393   260   393   
16626 50025 16441 0     0     185   137   185   
16630 46186 16491 0     0     139   136   139   
16635 43276 16315 0     0     320   161   320   
16635 45210 16375 0     0     260   140   260   
16641 40535 16275 0     0     366   184   366   
16652 47069 16497 0     0     155   139   155   
16662 49082 16403 0     0     259   139   259   
16678 43410 16525 0     0     153   138   153   
16681 44159 16381 0     0     300   151   300   
16711 45352 16496 0     0     215   135   215   
16722 34120 16340 0     0     382   259   382   
16759 51025 16578 0     0     181   134   181   
16762 47186 16627 0     0     135   133   135   
16772 46210 16515 0     0     257   138   257   
16788 48069 16636 0     0     152   137   152   
16794 44276 16476 0     0     318   160   318   
16798 50082 16542 0     0     256   137   256   
16813 44410 16663 0     0     150   136   150   
16823 41535 16459 0     0     364   183   364   
16830 45159 16532 0     0     298   150   298   
16842 46352 16631 0     0     211   132   211   
16855 26381 16465 0     0     390   258   390   
16889 52025 16712 0     0     177   131   177   
16891 48186 16760 0     0     131   130   131   
16907 47210 16653 0     0     254   136   254   
16922 49069 16773 0     0     149   135   149   
16932 51082 16679 0     0     253   135   253   
16946 45410 16799 0     0     147   134   147   
16952 45276 16636 0     0     316   159   316   
16970 47352 16763 0     0     207   129   207   
16978 35120 16599 0     0     379   257   379   
16978 46159 16682 0     0     296   149   296   
17004 42535 16642 0     0     362   182   362   
17016 53025 16843 0     0     173   128   173   
17040 48210 16789 0     0     251   134   251   
17054 50069 16908 0     0     146   133   146   
17064 52082 16814 0     0     250   133   250   
17109 46276 16795 0     0     314   158   314   
17110 27381 16723 0     0     387   256   387   
17111 49186 16890 0     0     221   221   221   
17125 47159 16831 0     0     294   148   294   
17138 36120 16856 0     0     282   161   282   
17142 48352 16892 0     0     250   173   250   
17171 49210 16923 0     0     248   132   248   
17183 54025 16971 0     0     212   168   212   
17184 43535 16824 0     0     360   181   360   
17184 46410 16933 0     0     251   239   251   
17197 51069 17041 0     0     156   144   156   
17242 28381 16979 0     0     263   133   263   
0     50186 17111 0     0     0     132   0     
17259 53082 16947 0     0     312   196   312   
17265 47276 16953 0     0     312   157   312   
17271 48159 16979 0     0     292   147   292   
17304 37120 17017 0     0     287   167   287   
17313 50210 17055 0     0     258   143   258   
17325 47410 17172 0     0     153   142   153   
17336 49352 17065 0     0     271   195   271   
17337 52069 17185 0     0     152   141   152   
17348 55025 17139 0     0     209   166   209   
17363 44535 17005 0     0     358   180   358   
17373 29381 17112 0     0     261   132   261   
17416 49159 17126 0     0     290   146   290   
17420 48276 17110 0     0     310   156   310   
17452 54082 17143 0     0     309   194   309   
17452 51210 17198 0     0     254   140   254   
17463 48410 17314 0     0     149   139   149   
17468 38120 17184 0     0     284   165   284   
17474 53069 17326 0     0     148   138   148   
17502 30381 17244 0     0     258   130   258   
17511 56025 17305 0     0     206   164   206   
17528 50352 17260 0     0     268   193   268   
17541 45535 17185 0     0     356   179   356   
17560 50159 17272 0     0     288   145   288   
17574 49276 17266 0     0     308   155   308   
17588 52210 17338 0     0     250   137   250   
17598 49410 17453 0     0     145   136   145   
17608 54069 17464 0     0     144   135   144   
17630 31381 17374 0     0     256   129   256   
17630 39120 17349 0     0     281   163   281   
17643 55082 17337 0     0     306   192   306   
17672 57025 17469 0     0     203   162   203   
17703 51159 17417 0     0     286   144   286   
17718 51352 17453 0     0     265   191   265   
17718 46535 17364 0     0     354   178   354   
17721 53210 17475 0     0     246   134   246   
17727 50276 17421 0     0     306   154   306   
17730 50410 17589 0     0     141   133   141   
17739 55069 17599 0     0     140   132   140   
17757 32381 17503 0     0     254   128   254   
17790 40120 17512 0     0     278   161   278   
17831 58025 17631 0     0     200   160   200   
17832 56082 17529 0     0     303   190   303   
17845 52159 17561 0     0     284   143   284   
17851 54210 17609 0     0     242   131   242   
17859 51410 17722 0     0     137   130   137   
17867 56069 17731 0     0     136   129   136   
17879 51276 17575 0     0     304   153   304   
17883 33381 17631 0     0     252   127   252   
17894 47535 17542 0     0     352   177   352   
17906 52352 17644 0     0     262   189   262   
17948 41120 17673 0     0     275   159   275   
17978 55210 17740 0     0     238   128   238   
17985 52410 17852 0     0     133   127   133   
17986 53159 17704 0     0     282   142   282   
17988 59025 17791 0     0     197   158   197   
17992 57069 17860 0     0     132   126   132   
18008 34381 17758 0     0     250   126   250   
18019 57082 17719 0     0     300   188   300   
18030 52276 17728 0     0     302   152   302   
18069 48535 17719 0     0     350   176   350   
18092 53352 17833 0     0     259   187   259   
18102 56210 17868 0     0     234   125   234   
18104 42120 17832 0     0     272   157   272   
18108 53410 17979 0     0     129   124   129   
18114 58069 17986 0     0     128   123   128   
18126 54159 17846 0     0     280   141   280   
18132 35381 17884 0     0     248   125   248   
18143 60025 17949 0     0     194   156   194   
18180 53276 17880 0     0     300   151   300   
18204 58082 17907 0     0     297   186   297   
18223 57210 17993 0     0     230   122   230   
18228 54410 18103 0     0     125   121   125   
18233 59069 18109 0     0     124   120   124   
18243 49535 17895 0     0     348   175   348   
18255 36381 18009 0     0     246   124   246   
18258 43120 17989 0     0     269   155   269   
18265 55159 17987 0     0     278   140   278   
18276 54352 18020 0     0     256   185   256   
18296 61025 18105 0     0     191   154   191   
18329 54276 18031 0     0     298   150   298   
18341 58210 18115 0     0     226   119   226   
18345 55410 18224 0     0     121   118   121   
18349 60069 18229 0     0     120   117   120   
18377 37381 18133 0     0     244   123   244   
18387 59082 18093 0     0     294   184   294   
18403 56159 18127 0     0     276   139   276   
18410 44120 18144 0     0     266   153   266   
18416 50535 18070 0     0     346   174   346   
18447 62025 18259 0     0     188   152   188   
18456 59210 18234 0     0     222   116   222   
18458 55352 18205 0     0     253   183   253   
18459 56410 18342 0     0     117   115   117   
18462 61069 18346 0     0     116   114   116   
18477 55276 18181 0     0     296   149   296   
18498 38381 18256 0     0     242   122   242   
18540 57159 18266 0     0     274   138   274   
18560 45120 18297 0     0     263   151   263   
18568 60082 18277 0     0     291   182   291   
18568 60210 18350 0     0     218   113   218   
18588 51535 18244 0     0     344   173   344   
18604 63025 18411 0     0     193   158   193   
18618 39381 18378 0     0     240   121   240   
18624 56276 18330 0     0     294   148   294   
18638 56352 18388 0     0     250   181   250   
18672 46120 18448 0     0     224   113   224   
18674 57410 18457 0     0     217   216   217   
18676 62069 18460 0     0     216   215   216   
18676 58159 18404 0     0     272   137   272   
18709 61210 18463 0     0     246   142   246   
18737 40381 18499 0     0     238   120   238   
18744 64025 18569 0     0     175   141   175   
18747 61082 18459 0     0     288   180   288   
18759 52535 18417 0     0     342   172   342   
18770 57276 18478 0     0     292   147   292   
18787 47120 18561 0     0     226   116   226   
18788 58410 18673 0     0     115   115   115   
18789 63069 18675 0     0     114   114   114   
18811 59159 18541 0     0     270   136   270   
18816 57352 18569 0     0     247   179   247   
18848 62210 18605 0     0     243   140   243   
18855 41381 18619 0     0     236   119   236   
18882 65025 18710 0     0     172   139   172   
18899 48120 18677 0     0     222   113   222   
0     59410 18788 0     0     0     112   0     
0     64069 18789 0     0     0     112   0     
18915 58276 18625 0     0     290   146   290   
18924 62082 18639 0     0     285   178   285   
18929 53535 18589 0     0     340   171   340   
18945 60159 18677 0     0     268   135   268   
18972 42381 18738 0     0     234   118   234   
18985 63210 18745 0     0     240   138   240   
18992 58352 18748 0     0     244   177   244   
19010 49120 18790 0     0     220   112   220   
19018 66025 18849 0     0     169   137   169   
19059 59276 18771 0     0     288   145   288   
19078 61159 18812 0     0     266   134   266   
19088 43381 18856 0     0     232   117   232   
19098 54535 18760 0     0     338   170   338   
19099 63082 18817 0     0     282   176   282   
19118 50120 18902 0     0     216   109   216   
19120 64210 18883 0     0     237   136   237   
19152 67025 18986 0     0     166   135   166   
19166 59352 18925 0     0     241   175   241   
19202 60276 18916 0     0     286   144   286   
19203 44381 18973 0     0     230   116   230   
19210 62159 18946 0     0     264   133   264   
19225 51120 19011 0     0     214   108   214   
19253 65210 19019 0     0     234   134   234   
19266 55535 18930 0     0     336   169   336   
19272 64082 18993 0     0     279   174   279   
19284 68025 19121 0     0     163   133   163   
19317 45381 19089 0     0     228   115   228   
19331 52120 19119 0     0     212   107   212   
19338 60352 19100 0     0     238   173   238   
19341 63159 19079 0     0     262   132   262   
19344 61276 19060 0     0     284   143   284   
19384 66210 19153 0     0     231   132   231   
19414 69025 19254 0     0     160   131   160   
19430 46381 19204 0     0     226   114   226   
19433 56535 19099 0     0     334   168   334   
19436 53120 19226 0     0     210   106   210   
19443 65082 19167 0     0     276   172   276   
19471 64159 19211 0     0     260   131   260   
19485 62276 19203 0     0     282   142   282   
19508 61352 19273 0     0     235   171   235   
19513 67210 19285 0     0     228   130   228   
19540 54120 19332 0     0     208   105   208   
19542 47381 19318 0     0     224   113   224   
19542 70025 19385 0     0     157   129   157   
19599 57535 19267 0     0     332   167   332   
19600 65159 19342 0     0     258   130   258   
19612 66082 19339 0     0     273   170   273   
19625 63276 19345 0     0     280   141   280   
19640 68210 19415 0     0     225   128   225   
19643 55120 19437 0     0     206   104   206   
19653 48381 19431 0     0     222   112   222   
19668 71025 19514 0     0     154   127   154   
19707 62352 19444 0     0     263   200   263   
19715 67082 19509 0     0     206   104   206   
19728 66159 19472 0     0     256   129   256   
19763 49381 19543 0     0     220   111   220   
19764 64276 19486 0     0     278   140   278   
19764 58535 19434 0     0     330   166   330   
19765 69210 19543 0     0     222   126   222   
19792 72025 19641 0     0     151   125   151   
19809 56120 19541 0     0     268   167   268   
19817 68082 19613 0     0     204   103   204   
19855 67159 19601 0     0     254   128   254   
19872 50381 19654 0     0     218   110   218   
19880 63352 19644 0     0     236   174   236   
19888 70210 19669 0     0     219   124   219   
19902 65276 19626 0     0     276   139   276   
19910 57120 19708 0     0     202   102   202   
19914 73025 19766 0     0     148   123   148   
19928 59535 19600 0     0     328   165   328   
19980 51381 19764 0     0     216   109   216   
19981 69082 19716 0     0     265   165   265   
19981 68159 19729 0     0     252   127   252   
20009 71210 19793 0     0     216   122   216   
20010 58120 19810 0     0     200   101   200   
20034 74025 19889 0     0     145   121   145   
20039 66276 19765 0     0     274   138   274   
20072 64352 19818 0     0     254   193   254   
20081 70082 19881 0     0     200   101   200   
20087 52381 19873 0     0     214   108   214   
20091 60535 19765 0     0     326   164   326   
20106 69159 19856 0     0     250   126   250   
20128 72210 19915 0     0     213   120   213   
20152 75025 20010 0     0     142   119   142   
20171 59120 19911 0     0     260   162   260   
20175 67276 19903 0     0     272   137   272   
20180 71082 19982 0     0     198   100   198   
20193 53381 19981 0     0     212   107   212   
20230 70159 19982 0     0     248   125   248   
20241 65352 20011 0     0     230   170   230   
20245 73210 20035 0     0     210   118   210   
20253 61535 19929 0     0     324   163   324   
20268 76025 20129 0     0     139   117   139   
20269 60120 20073 0     0     196   99    196   
20298 54381 20088 0     0     210   106   210   
20310 68276 20040 0     0     270   136   270   
20339 72082 20082 0     0     257   160   257   
20353 71159 20107 0     0     246   124   246   
20360 74210 20153 0     0     207   116   207   
20366 61120 20172 0     0     194   98    194   
20382 77025 20246 0     0     136   115   136   
20402 55381 20194 0     0     208   105   208   
20414 62535 20092 0     0     322   162   322   
20426 66352 20181 0     0     245   186   245   
20436 73082 20242 0     0     194   98    194   
20444 69276 20176 0     0     268   135   268   
20473 75210 20269 0     0     204   114   204   
20475 72159 20231 0     0     244   123   244   
20494 78025 20361 0     0     133   113   133   
20505 56381 20299 0     0     206   104   206   
20522 62120 20270 0     0     252   157   252   
20532 74082 20340 0     0     192   97    192   
20574 63535 20254 0     0     320   161   320   
20577 70276 20311 0     0     266   134   266   
20584 76210 20383 0     0     201   112   201   
20591 67352 20367 0     0     224   166   224   
20596 73159 20354 0     0     242   122   242   
20604 79025 20474 0     0     130   111   130   
20607 57381 20403 0     0     204   103   204   
20617 63120 20427 0     0     190   96    190   
20686 75082 20437 0     0     249   155   249   
20693 77210 20495 0     0     198   110   198   
20708 58381 20506 0     0     202   102   202   
20709 71276 20445 0     0     264   133   264   
20711 64120 20523 0     0     188   95    188   
20712 80025 20585 0     0     127   109   127   
20716 74159 20476 0     0     240   121   240   
20733 64535 20415 0     0     318   160   318   
20769 68352 20533 0     0     236   179   236   
20780 76082 20592 0     0     188   95    188   
20800 78210 20605 0     0     195   108   195   
20808 59381 20608 0     0     200   101   200   
20818 81025 20694 0     0     124   107   124   
20835 75159 20597 0     0     238   120   238   
20840 72276 20578 0     0     262   132   262   
20862 65120 20618 0     0     244   152   244   
20873 77082 20687 0     0     186   94    186   
20891 65535 20575 0     0     316   159   316   
20905 79210 20713 0     0     192   106   192   
20907 60381 20709 0     0     198   100   198   
20922 82025 20801 0     0     121   105   121   
20930 69352 20712 0     0     218   162   218   
20953 76159 20717 0     0     236   119   236   
20954 66120 20770 0     0     184   93    184   
20970 73276 20710 0     0     260   131   260   
21005 61381 20809 0     0     196   99    196   
21008 80210 20819 0     0     189   104   189   
21022 78082 20781 0     0     241   150   241   
21024 83025 20906 0     0     118   103   118   
21045 67120 20863 0     0     182   92    182   
21048 66535 20734 0     0     314   158   314   
21070 77159 20836 0     0     234   118   234   
21099 74276 20841 0     0     258   130   258   
21101 70352 20874 0     0     227   172   227   
21102 62381 20908 0     0     194   98    194   
21109 81210 20923 0     0     186   102   186   
21113 79082 20931 0     0     182   92    182   
21124 84025 21009 0     0     115   101   115   
21186 78159 20954 0     0     232   117   232   
21191 68120 20955 0     0     236   147   236   
21198 63381 21006 0     0     192   97    192   
21203 80082 21023 0     0     180   91    180   
21204 67535 20892 0     0     312   157   312   
21208 82210 21025 0     0     183   100   183   
21222 85025 21110 0     0     112   99    112   
21227 75276 20971 0     0     256   129   256   
21258 71352 21046 0     0     212   158   212   
21280 69120 21102 0     0     178   90    178   
21293 64381 21103 0     0     190   96    190   
21301 79159 21071 0     0     230   116   230   
21305 83210 21125 0     0     180   98    180   
21318 86025 21209 0     0     109   97    109   
21347 81082 21114 0     0     233   145   233   
21354 76276 21100 0     0     254   128   254   
21359 68535 21049 0     0     310   156   310   
21368 70120 21192 0     0     176   89    176   
21387 65381 21199 0     0     188   95    188   
21400 84210 21223 0     0     177   96    177   
21412 87025 21306 0     0     106   95    106   
21415 80159 21187 0     0     228   115   228   
21422 72352 21204 0     0     218   165   218   
21435 82082 21259 0     0     176   89    176   
21480 66381 21294 0     0     186   94    186   
21480 77276 21228 0     0     252   127   252   
21493 85210 21319 0     0     174   94    174   
21504 88025 21401 0     0     103   93    103   
21509 71120 21281 0     0     228   142   228   
21513 69535 21205 0     0     308   155   308   
21522 83082 21348 0     0     174   88    174   
21528 81159 21302 0     0     226   114   226   
21572 67381 21388 0     0     184   93    184   
21575 73352 21369 0     0     206   154   206   
21584 86210 21413 0     0     171   92    171   
21594 89025 21494 0     0     100   91    100   
21595 72120 21423 0     0     172   87    172   
21605 78276 21355 0     0     250   126   250   
21640 82159 21416 0     0     224   113   224   
21661 84082 21436 0     0     225   140   225   
21663 68381 21481 0     0     182   92    182   
21666 70535 21360 0     0     306   154   306   
21673 87210 21505 0     0     168   90    168   
21680 73120 21510 0     0     170   86    170   
21682 90025 21585 0     0     97    89    97    
21729 79276 21481 0     0     248   125   248   
21732 74352 21523 0     0     209   158   209   
21746 85082 21576 0     0     170   86    170   
21751 83159 21529 0     0     222   112   222   
21753 69381 21573 0     0     180   91    180   
21760 88210 21595 0     0     165   88    165   
21768 91025 21674 0     0     94    87    94    
21816 74120 21596 0     0     220   137   220   
21818 71535 21514 0     0     304   153   304   
21830 86082 21662 0     0     168   85    168   
21842 70381 21664 0     0     178   90    178   
21845 89210 21683 0     0     162   86    162   
21852 80276 21606 0     0     246   124   246   
21852 92025 21761 0     0     91    85    91    
21861 84159 21641 0     0     220   111   220   
21881 75352 21681 0     0     200   150   200   
21899 75120 21733 0     0     166   84    166   
21928 90210 21769 0     0     159   84    159   
21930 71381 21754 0     0     176   89    176   
21934 93025 21846 0     0     88    83    88    
21964 87082 21747 0     0     217   135   217   
21969 72535 21667 0     0     302   152   302   
21970 85159 21752 0     0     218   110   218   
21974 81276 21730 0     0     244   123   244   
21981 76120 21817 0     0     164   83    164   
22009 91210 21853 0     0     156   82    156   
22014 94025 21929 0     0     85    81    85    
22017 72381 21843 0     0     174   88    174   
22031 76352 21831 0     0     200   151   200   
22046 88082 21882 0     0     164   83    164   
22078 86159 21862 0     0     216   109   216   
22088 92210 21935 0     0     153   80    153   
22095 82276 21853 0     0     242   122   242   
22103 73381 21931 0     0     172   87    172   
22112 77120 21900 0     0     212   132   212   
22119 73535 21819 0     0     300   151   300   
22127 89082 21965 0     0     162   82    162   
22131 95025 22010 0     0     121   118   121   
22137 77352 21982 0     0     155   107   155   
22185 87159 21971 0     0     214   108   214   
22188 74381 22018 0     0     170   86    170   
22192 78120 22032 0     0     160   81    160   
22210 93210 22015 0     0     195   123   195   
22211 90082 22047 0     0     164   85    164   
22215 83276 21975 0     0     240   121   240   
22258 78352 22089 0     0     169   122   169   
22268 74535 21970 0     0     298   150   298   
22271 79120 22113 0     0     158   80    158   
22272 75381 22104 0     0     168   85    168   
22274 96025 22128 0     0     146   144   146   
22290 91082 22132 0     0     158   80    158   
22291 88159 22079 0     0     212   107   212   
22330 94210 22138 0     0     192   121   192   
22334 84276 22096 0     0     238   120   238   
22352 80120 22193 0     0     159   82    159   
22355 76381 22189 0     0     166   84    166   
22368 92082 22212 0     0     156   79    156   
22370 97025 22272 0     0     98    97    98    
22377 79352 22211 0     0     166   120   166   
22396 89159 22186 0     0     210   106   210   
22416 75535 22120 0     0     296   149   296   
22429 81120 22275 0     0     154   78    154   
22437 77381 22273 0     0     164   83    164   
22447 93082 22291 0     0     156   80    156   
22448 95210 22259 0     0     189   119   189   
22452 85276 22216 0     0     236   119   236   
22494 80352 22331 0     0     163   118   163   
22500 90159 22292 0     0     208   105   208   
22505 82120 22353 0     0     152   77    152   
22506 98025 22369 0     0     137   137   137   
22518 78381 22356 0     0     162   82    162   
22523 94082 22371 0     0     152   77    152   
22563 76535 22269 0     0     294   148   294   
22564 96210 22378 0     0     186   117   186   
22569 86276 22335 0     0     234   118   234   
22581 83120 22430 0     0     151   77    151   
22598 79381 22438 0     0     160   81    160   
22598 95082 22448 0     0     150   76    150   
0     99025 22506 0     0     0     93    0     
22603 91159 22397 0     0     206   104   206   
22609 81352 22449 0     0     160   116   160   
22655 84120 22507 0     0     148   75    148   
22673 96082 22524 0     0     149   76    149   
22677 80381 22519 0     0     158   80    158   
22678 97210 22495 0     0     183   115   183   
22685 87276 22453 0     0     232   117   232   
22705 92159 22501 0     0     204   103   204   
22709 77535 22417 0     0     292   147   292   
22722 82352 22565 0     0     157   114   157   
22728 85120 22582 0     0     146   74    146   
22746 97082 22600 0     0     146   74    146   
22755 81381 22599 0     0     156   79    156   
22790 98210 22610 0     0     180   113   180   
22800 86120 22656 0     0     144   73    144   
22800 88276 22570 0     0     230   116   230   
22806 93159 22604 0     0     202   102   202   
22818 98082 22674 0     0     144   73    144   
22832 82381 22678 0     0     154   78    154   
22833 83352 22679 0     0     154   112   154   
22854 78535 22564 0     0     290   146   290   
22871 87120 22729 0     0     142   72    142   
22889 99082 22747 0     0     142   72    142   
22900 99210 22723 0     0     177   111   177   
22906 94159 22706 0     0     200   101   200   
22908 83381 22756 0     0     152   77    152   
22914 89276 22686 0     0     228   115   228   
22941 88120 22801 0     0     140   71    140   
22942 84352 22791 0     0     151   110   151   
22959 10008222819 0     0     140   71    140   
22983 84381 22833 0     0     150   76    150   
22998 79535 22710 0     0     288   145   288   
23005 95159 22807 0     0     198   100   198   
23008 10021022834 0     0     174   109   174   
23010 89120 22872 0     0     138   70    138   
23027 90276 22801 0     0     226   114   226   
23028 10108222890 0     0     138   70    138   
23049 85352 22901 0     0     148   108   148   
23057 85381 22909 0     0     148   75    148   
23078 90120 22942 0     0     136   69    136   
23096 10208222960 0     0     136   69    136   
23103 96159 22907 0     0     196   99    196   
23114 10121022943 0     0     171   107   171   
23130 86381 22984 0     0     146   74    146   
23139 91276 22915 0     0     224   113   224   
23141 80535 22855 0     0     286   144   286   
23145 91120 23011 0     0     134   68    134   
23154 86352 23009 0     0     145   106   145   
23163 10308223029 0     0     134   68    134   
23200 97159 23006 0     0     194   98    194   
23202 87381 23058 0     0     144   73    144   
23211 92120 23079 0     0     132   67    132   
23218 10221023050 0     0     168   105   168   
23229 10408223097 0     0     132   67    132   
23250 92276 23028 0     0     222   112   222   
23257 87352 23115 0     0     142   104   142   
23273 88381 23131 0     0     142   72    142   
23276 93120 23146 0     0     130   66    130   
23283 81535 22999 0     0     284   143   284   
23294 10508223164 0     0     130   66    130   
23296 98159 23104 0     0     192   97    192   
23320 10321023155 0     0     165   103   165   
23340 94120 23212 0     0     128   65    128   
23343 89381 23203 0     0     140   71    140   
23358 10608223230 0     0     128   65    128   
23358 88352 23219 0     0     139   102   139   
23360 93276 23140 0     0     220   111   220   
23391 99159 23201 0     0     190   96    190   
23403 95120 23277 0     0     126   64    126   
23412 90381 23274 0     0     138   70    138   
23420 10421023258 0     0     162   101   162   
23421 10708223295 0     0     126   64    126   
23424 82535 23142 0     0     282   142   282   
23457 89352 23321 0     0     136   100   136   
23465 96120 23341 0     0     124   63    124   
23469 94276 23251 0     0     218   110   218   
23480 91381 23344 0     0     136   69    136   
23483 10808223359 0     0     124   63    124   
23485 10015923297 0     0     188   95    188   
23518 10521023359 0     0     159   99    159   
23526 97120 23404 0     0     122   62    122   
23544 10908223422 0     0     122   62    122   
23547 92381 23413 0     0     134   68    134   
23562 90352 23421 0     0     141   106   141   
23564 83535 23284 0     0     280   141   280   
23577 95276 23361 0     0     216   109   216   
23578 10621023458 0     0     120   61    120   
23578 10115923392 0     0     186   94    186   
23604 11008223484 0     0     120   61    120   
23613 93381 23481 0     0     132   67    132   
23622 98120 23466 0     0     156   97    156   
23637 10721023519 0     0     118   60    118   
23663 11108223545 0     0     118   60    118   
23670 10215923486 0     0     184   93    184   
23672 91352 23527 0     0     145   111   145   
23678 94381 23548 0     0     130   66    130   
23681 99120 23563 0     0     118   60    118   
23684 96276 23470 0     0     214   108   214   
23703 84535 23425 0     0     278   140   278   
23721 11208223605 0     0     116   59    116   
23730 10821023579 0     0     151   94    151   
23739 10012023623 0     0     116   59    116   
23742 95381 23614 0     0     128   65    128   
23755 92352 23638 0     0     117   84    117   
23761 10315923579 0     0     182   92    182   
23787 10921023673 0     0     114   58    114   
23790 97276 23578 0     0     212   107   212   
23796 10112023682 0     0     114   58    114   
23805 96381 23679 0     0     126   64    126   
23812 11308223664 0     0     148   92    148   
23841 85535 23565 0     0     276   139   276   
23843 11021023731 0     0     112   57    112   
23845 93352 23722 0     0     123   91    123   
23851 10415923671 0     0     180   91    180   
23852 10212023740 0     0     112   57    112   
23867 97381 23743 0     0     124   63    124   
23895 98276 23685 0     0     210   106   210   
23898 11121023788 0     0     110   56    110   
23901 11408223756 0     0     145   90    145   
23907 10312023797 0     0     110   56    110   
23928 98381 23806 0     0     122   62    122   
23939 94352 23813 0     0     126   95    126   
23940 10515923762 0     0     178   90    178   
23952 11221023844 0     0     108   55    108   
23956 11508223846 0     0     110   56    110   
23978 86535 23704 0     0     274   138   274   
23988 99381 23868 0     0     120   61    120   
23993 10412023853 0     0     140   87    140   
23999 99276 23791 0     0     208   105   208   
24005 11321023899 0     0     106   54    106   
24010 11608223902 0     0     108   55    108   
24028 10615923852 0     0     176   89    176   
24036 95352 23908 0     0     128   98    128   
24046 10512023940 0     0     106   54    106   
24047 10038123929 0     0     118   60    118   
24063 11708223957 0     0     106   54    106   
24088 11421023953 0     0     135   84    135   
24098 10612023994 0     0     104   53    104   
24102 10027623896 0     0     206   104   206   
24105 10138123989 0     0     116   59    116   
24114 87535 23842 0     0     272   137   272   
24115 11808224011 0     0     104   53    104   
24115 10715923941 0     0     174   88    174   
24128 96352 24006 0     0     122   93    122   
24139 11521024037 0     0     102   52    102   
24162 10238124048 0     0     114   58    114   
24166 11908224064 0     0     102   52    102   
24179 10712024047 0     0     132   82    132   
24189 11621024089 0     0     100   51    100   
24201 10815924029 0     0     172   87    172   
24204 10127624000 0     0     204   103   204   
24216 12008224116 0     0     100   51    100   
24218 10338124106 0     0     112   57    112   
24218 97352 24099 0     0     119   91    119   
24229 10812024129 0     0     100   51    100   
24249 88535 23979 0     0     270   136   270   
24265 12108224167 0     0     98    50    98    
24267 11721024140 0     0     127   79    127   
24273 10438124163 0     0     110   56    110   
24278 10912024180 0     0     98    50    98    
24286 10915924116 0     0     170   86    170   
24293 98352 24190 0     0     103   76    103   
24305 10227624103 0     0     202   102   202   
24315 11821024219 0     0     96    49    96    
24326 11012024230 0     0     96    49    96    
24327 10538124219 0     0     108   55    108   
24341 12208224217 0     0     124   77    124   
24362 11921024268 0     0     94    48    94    
24368 99352 24266 0     0     102   76    102   
24370 11015924202 0     0     168   85    168   
24373 11112024279 0     0     94    48    94    
24380 10638124274 0     0     106   54    106   
24383 89535 24115 0     0     268   135   268   
24405 10327624205 0     0     200   101   200   
24408 12021024316 0     0     92    47    92    
24415 12308224294 0     0     121   75    121   
24419 11212024327 0     0     92    47    92    
24432 10738124328 0     0     104   53    104   
24445 10035224342 0     0     103   78    103   
24453 12121024363 0     0     90    46    90    
24453 11115924287 0     0     166   84    166   
24461 12408224369 0     0     92    47    92    
24483 10838124381 0     0     102   52    102   
24490 11312024374 0     0     116   72    116   
24497 12221024409 0     0     88    45    88    
24504 10427624306 0     0     198   100   198   
24506 12508224416 0     0     90    46    90    
24516 90535 24250 0     0     266   134   266   
24522 10135224420 0     0     102   78    102   
24533 10938124433 0     0     100   51    100   
24534 11412024446 0     0     88    45    88    
24535 11215924371 0     0     164   83    164   
24550 12608224462 0     0     88    45    88    
24565 12321024454 0     0     111   69    111   
24577 11512024491 0     0     86    44    86    
24582 11038124484 0     0     98    50    98    
24593 12708224507 0     0     86    44    86    
24601 10235224498 0     0     103   80    103   
24602 10527624406 0     0     196   99    196   
24607 12421024523 0     0     84    43    84    
24616 11315924454 0     0     162   82    162   
24630 11138124534 0     0     96    49    96    
24635 12808224551 0     0     84    43    84    
24643 11612024535 0     0     108   67    108   
24648 91535 24384 0     0     264   133   264   
24648 12521024566 0     0     82    42    82    
24671 10335224578 0     0     93    71    93    
24676 12908224594 0     0     82    42    82    
24677 11238124583 0     0     94    48    94    
24684 11712024602 0     0     82    42    82    
24696 11415924536 0     0     160   81    160   
24699 10627624505 0     0     194   98    194   
24711 12621024608 0     0     103   64    103   
24716 13008224636 0     0     80    41    80    
24723 11338124631 0     0     92    47    92    
24724 11812024644 0     0     80    41    80    
24738 10435224649 0     0     89    68    89    
24750 12721024672 0     0     78    40    78    
24763 11912024685 0     0     78    40    78    
24768 11438124678 0     0     90    46    90    
24775 11515924617 0     0     158   80    158   
24777 13108224677 0     0     100   62    100   
24779 92535 24517 0     0     262   132   262   
24788 12821024712 0     0     76    39    76    
24795 10727624603 0     0     192   97    192   
24801 12012024725 0     0     76    39    76    
24809 10535224717 0     0     92    72    92    
24812 11538124724 0     0     88    45    88    
24815 13208224739 0     0     76    39    76    
24838 12112024764 0     0     74    38    74    
24846 12921024751 0     0     95    59    95    
24852 13308224778 0     0     74    38    74    
24853 11615924697 0     0     156   79    156   
24855 11638124769 0     0     86    44    86    
24872 10635224789 0     0     83    64    83    
24874 12212024802 0     0     72    37    72    
24882 13021024810 0     0     72    37    72    
24890 10827624700 0     0     190   96    190   
24897 11738124813 0     0     84    43    84    
24908 13408224816 0     0     92    57    92    
24909 12312024839 0     0     70    36    70    
24909 93535 24649 0     0     260   131   260   
24917 13121024847 0     0     70    36    70    
24928 10735224853 0     0     75    57    75    
